# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Nov 22 06:52:23 2019
#
# User preference: *
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [AU]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [AU]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN pl_bmassj:      Planet Mass or M*sin(i) [Jupiter mass]
# COLUMN pl_bmassjerr1:  Planet Mass or M*sin(i) Upper Unc. [Jupiter mass]
# COLUMN pl_bmassjerr2:  Planet Mass or M*sin(i) Lower Unc. [Jupiter mass]
# COLUMN pl_bmassjlim:   Planet Mass or M*sin(i) Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or M*sin(i) Provenance
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
#
loc_rowid,pl_hostname,pl_letter,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,st_mass,st_masserr1,st_masserr2,st_masslim
111,EPIC 206032309,b,1,2.87814000,0.00023000,-0.00026000,0,,,,0,,,,0,,,,0,,,,0,,0.22,0.04,-0.06,0
112,EPIC 206042996,b,1,5.29711000,0.00074000,-0.00070000,0,,,,0,,,,0,,,,0,,,,0,,0.56,0.05,-0.05,0
113,EPIC 206215704,b,1,2.25372000,0.00047000,-0.00047000,0,,,,0,,,,0,,,,0,,,,0,,0.41,0.10,-0.08,0
114,EPIC 206317286,b,1,1.58252000,0.00017000,-0.00018000,0,,,,0,,,,0,,,,0,,,,0,,0.71,0.09,-0.03,0
115,EPIC 211822797,b,1,21.16986100,0.00172500,-0.00169500,0,0.131000,0.004000,-0.005000,0,0.060000,0.135970,-0.048705,0,89.730,0.190,-0.220,0,,,,0,,0.66,0.07,-0.07,0
116,EPIC 211945201,b,1,19.49221000,0.00066600,-0.00065300,0,0.149300,0.001500,-0.001500,0,,,,0,,,,0,,,,0,,1.17,0.04,-0.04,0
117,EPIC 212297394,b,1,2.28943000,0.00019000,-0.00019000,0,,,,0,,,,0,,,,0,,,,0,,0.83,0.09,-0.12,0
118,EPIC 212424622,b,1,18.09830000,0.00600000,-0.00580000,0,,,,0,,,,0,,,,0,,,,0,,1.11,0.14,-0.12,0
119,EPIC 212499991,b,1,34.88500000,0.01100000,-0.01000000,0,,,,0,,,,0,,,,0,,,,0,,0.91,0.04,-0.16,0
120,EPIC 212587672,b,1,15.28410000,0.00370000,-0.00290000,0,,,,0,,,,0,,,,0,,,,0,,0.95,0.04,-0.04,0
121,EPIC 212737443,b,2,13.60300000,0.00130000,-0.00130000,0,0.098000,0.004000,-0.004000,0,0.200000,0.200000,-0.200000,0,89.071,0.161,-0.161,0,,,,0,,0.69,0.04,-0.04,0
122,EPIC 212737443,c,2,65.55000000,0.00890000,-0.00890000,0,0.280000,0.006000,-0.006000,0,0.200000,0.200000,-0.200000,0,89.630,0.044,-0.044,0,,,,0,,0.69,0.04,-0.04,0
123,K2-282,c,2,0.70531000,0.00005000,-0.00005000,0,,,,0,,,,0,,,,0,,,,0,,0.94,0.04,-0.04,0
124,EPIC 220674823,b,2,0.57133100,0.00002000,-0.00002100,0,0.013400,0.000200,-0.000200,0,,,,0,,,,0,,,,0,,0.97,0.04,-0.04,0
125,EPIC 220674823,c,2,13.33907900,0.00194000,-0.00185900,0,0.109100,0.001400,-0.001500,0,,,,0,,,,0,,,,0,,0.97,0.04,-0.04,0
126,EPIC 246851721,b,1,6.18023500,0.00001400,-0.00001400,0,0.072290,0.000740,-0.000750,0,,,,0,86.210,0.170,-0.170,0,3.00000,1.10000,-1.20000,0,Mass,1.32,0.04,-0.04,0
127,EPIC 248847494,b,1,3650.00000000,1280.00000000,-1130.00000000,0,4.500000,1.000000,-1.000000,0,0.000000,,,0,89.870,0.020,-0.030,0,13.00000,,,1,Mass,0.90,0.09,-0.09,0
128,FU Tau,b,1,,,,,800.000000,,,0,,,,,,,,,16.00000,,,0,Mass,0.05,,,0
129,Fomalhaut,b,1,555530.00000000,184690.00000000,-353320.00000000,0,160.000000,33.000000,-79.000000,0,0.870000,0.110000,-0.050000,0,55.000,26.000,-12.000,0,,,,,,1.92,,,0
130,GJ 1132,b,2,1.62893100,0.00002700,-0.00002700,0,0.015300,0.000500,-0.000500,0,0.220000,,,1,,,,0,0.00522,0.00072,-0.00072,0,Mass,0.18,0.02,-0.02,0
131,GJ 1132,c,2,8.92900000,0.01000000,-0.01000000,0,0.047600,0.001700,-0.001700,0,0.270000,,,1,,,,0,0.00831,0.00138,-0.00138,0,Msini,0.18,0.02,-0.02,0
132,GJ 1148,b,2,41.38000000,0.00200000,-0.00100000,0,0.166000,0.001000,-0.001000,0,0.380000,0.010000,-0.012000,0,,,,0,0.30425,0.00444,-0.00321,0,Msini,0.35,,,0
133,GJ 1148,c,2,532.58000000,4.14000000,-2.52000000,0,0.912000,0.005000,-0.002000,0,0.342000,0.050000,-0.062000,0,,,,0,0.21414,0.01545,-0.00689,0,Msini,0.35,,,0
134,GJ 1214,b,1,1.58040456,0.00000016,-0.00000016,0,0.014110,0.000320,-0.000320,0,,,,,88.170,0.540,-0.540,0,0.01970,0.00270,-0.00270,0,Mass,0.15,0.01,-0.01,0
135,GJ 1265,b,1,3.65110000,0.00120000,-0.00120000,0,0.026000,0.001000,-0.001000,0,0.040000,0.040000,-0.040000,0,,,,0,0.02328,0.00157,-0.00157,0,Msini,0.18,0.02,-0.02,0
136,GJ 143,b,2,35.61253000,0.00060000,-0.00062000,0,0.191500,0.005800,-0.006300,0,0.188000,0.076000,-0.078000,0,89.330,0.150,-0.110,0,0.07142,0.00692,-0.00598,0,Mass,0.73,0.07,-0.07,0
137,GJ 15 A,b,2,11.44070000,0.00170000,-0.00160000,0,0.072000,0.003000,-0.004000,0,0.094000,0.091000,-0.065000,0,,,,0,0.00953,0.00145,-0.00138,0,Msini,0.38,0.05,-0.05,0
138,GJ 15 A,c,2,7600.00000000,2200.00000000,-1700.00000000,0,5.400000,1.000000,-0.900000,0,0.270000,0.280000,-0.190000,0,,,,0,0.11327,0.07866,-0.05663,0,Msini,0.38,0.05,-0.05,0
139,GJ 160.2,b,1,5.23540000,0.00270000,-0.00650000,0,0.053000,0.004000,-0.007000,0,0.060000,0.200000,-0.060000,0,,,,0,0.03209,0.02265,-0.01856,0,Msini,0.69,,,0
140,GJ 163,b,3,8.63182000,0.00155000,-0.00155000,0,0.060700,0.000010,-0.000010,0,0.073000,0.050000,-0.050000,0,,,,,0.03335,0.00189,-0.00189,0,Msini,0.40,0.02,-0.02,0
141,GJ 163,c,3,25.63058000,0.02550000,-0.02550000,0,0.125400,0.000100,-0.000100,0,0.099000,0.086000,-0.086000,0,,,,,0.02140,0.00283,-0.00283,0,Msini,0.40,0.02,-0.02,0
142,GJ 163,d,3,603.95116000,7.55862000,-7.55862000,0,1.030400,0.008600,-0.008600,0,0.373000,0.077000,-0.077000,0,,,,,0.09250,0.00912,-0.00912,0,Msini,0.40,0.02,-0.02,0
143,GJ 179,b,1,2288.00000000,59.00000000,-59.00000000,0,2.410000,0.040000,-0.040000,0,0.210000,0.080000,-0.080000,0,,,,,0.82000,0.07000,-0.07000,0,Msini,0.36,0.03,-0.03,0
144,GJ 180,b,2,17.38000000,0.01800000,-0.02000000,0,0.103000,0.006000,-0.014000,0,0.110000,0.140000,-0.110000,0,,,,0,0.02611,0.01101,-0.01668,0,Msini,0.43,,,0
145,GJ 180,c,2,24.32900000,0.05200000,-0.06600000,0,0.129000,0.007000,-0.017000,0,0.090000,0.200000,-0.090000,0,,,,0,0.02014,0.01164,-0.01290,0,Msini,0.43,,,0
146,GJ 229,b,1,471.00000000,22.00000000,-12.00000000,0,0.970000,0.120000,-0.090000,0,0.100000,0.220000,-0.100000,0,,,,0,0.10068,0.05349,-0.05034,0,Msini,0.58,,,0
147,GJ 27.1,b,1,15.81900000,0.02300000,-0.02600000,0,0.101000,0.009000,-0.013000,0,0.080000,0.180000,-0.080000,0,,,,0,0.04090,0.01290,-0.02077,0,Msini,0.53,,,0
148,GJ 273,b,2,18.64980000,0.00590000,-0.00520000,0,0.091101,0.000019,-0.000017,0,0.100000,0.090000,-0.070000,0,,,,,0.00909,0.00085,-0.00082,0,Msini,0.29,,,0
149,GJ 273,c,2,4.72340000,0.00040000,-0.00040000,0,0.036467,0.000002,-0.000002,0,0.170000,0.130000,-0.120000,0,,,,,0.00371,0.00050,-0.00050,0,Msini,0.29,,,0
150,GJ 3021,b,1,133.71000000,0.20000000,-0.20000000,0,0.490000,,,0,0.511000,0.017000,-0.017000,0,,,,,3.37000,0.09000,-0.09000,0,Msini,0.90,,,0
151,GJ 3138,b,3,1.22003000,0.00006000,-0.00004000,0,0.019700,0.000500,-0.000500,0,0.190000,0.180000,-0.130000,0,,,,,0.00560,0.00107,-0.00104,0,Msini,0.68,,,0
152,GJ 3138,c,3,5.97400000,0.00100000,-0.00100000,0,0.057000,0.001000,-0.001000,0,0.110000,0.110000,-0.070000,0,,,,,0.01315,0.00192,-0.00186,0,Msini,0.68,,,0
153,GJ 3138,d,3,257.80000000,3.60000000,-3.50000000,0,0.698000,0.018000,-0.019000,0,0.320000,0.200000,-0.210000,0,,,,,0.03304,0.00724,-0.00661,0,Msini,0.68,,,0
154,GJ 317,b,2,692.00000000,2.00000000,-2.00000000,0,1.150000,0.050000,-0.050000,0,0.110000,0.050000,-0.050000,0,45.000,30.000,-10.000,0,2.50000,0.70000,-0.40000,0,Mass,0.42,0.05,-0.05,0
155,GJ 317,c,2,5312.00000000,758.00000000,-1248.00000000,0,,,,0,0.308000,0.065000,-0.079000,0,,,,0,1.54000,1.26000,-0.57000,0,Msini,0.42,0.05,-0.05,0
156,GJ 328,b,1,4100.00000000,300.00000000,-300.00000000,0,4.500000,0.200000,-0.200000,0,0.370000,0.050000,-0.050000,0,,,,,2.30000,0.13000,-0.13000,0,Msini,0.69,0.05,-0.05,0
157,GJ 3293,b,4,30.59870000,0.00830000,-0.00840000,0,0.143390,0.000030,-0.000030,0,0.060000,0.040000,-0.040000,0,,,,,0.07406,0.00277,-0.00280,0,Msini,0.42,,,0
158,GJ 3293,c,4,122.61960000,0.24290000,-0.23710000,0,0.361750,0.000480,-0.000470,0,0.110000,0.100000,-0.080000,0,,,,,0.06636,0.00390,-0.00396,0,Msini,0.42,,,0
159,GJ 3293,d,4,48.13450000,0.06280000,-0.06610000,0,0.193940,0.000170,-0.000180,0,0.120000,0.130000,-0.090000,0,,,,,0.02391,0.00330,-0.00330,0,Msini,0.42,,,0
160,GJ 3293,e,4,13.25430000,0.00780000,-0.01040000,0,0.082080,0.000030,-0.000040,0,0.210000,0.200000,-0.140000,0,,,,,0.01032,0.00201,-0.00201,0,Msini,0.42,,,0
161,GJ 3323,b,2,5.36360000,0.00070000,-0.00070000,0,0.032820,0.000540,-0.000560,0,0.230000,0.110000,-0.110000,0,,,,,0.00636,0.00082,-0.00079,0,Msini,0.16,,,0
162,GJ 3323,c,2,40.54000000,0.21000000,-0.19000000,0,0.126400,0.002100,-0.002200,0,0.170000,0.210000,-0.120000,0,,,,,0.00727,0.00157,-0.00154,0,Msini,0.16,,,0
163,GJ 3341,b,1,14.20700000,0.00700000,-0.00700000,0,0.089000,,,0,0.310000,0.110000,-0.110000,0,,,,,0.02080,0.00030,-0.00030,0,Msini,0.47,,,0
164,GJ 3470,b,1,3.33664960,0.00000390,-0.00000330,0,0.035500,0.001900,-0.001900,0,,,,,89.130,0.260,-0.340,0,0.04373,0.00472,-0.00472,0,Mass,0.54,0.05,-0.04,0
165,GJ 3512,b,1,203.59000000,0.14000000,-0.14000000,0,0.338000,0.008000,-0.008400,0,0.435600,0.004200,-0.004200,0,,,,0,0.46300,0.02200,-0.02300,0,Msini,0.12,0.01,-0.01,0
166,GJ 357,b,3,3.93072000,0.00008000,-0.00006000,0,0.035000,0.002000,-0.002000,0,,,,0,89.120,0.370,-0.310,0,0.00579,0.00098,-0.00098,0,Mass,0.34,0.01,-0.01,0
167,GJ 357,c,3,9.12470000,0.00110000,-0.00100000,0,0.061000,0.004000,-0.004000,0,,,,0,,,,0,0.01070,0.00145,-0.00145,0,Msini,0.34,0.01,-0.01,0
168,GJ 357,d,3,55.66100000,0.05500000,-0.05500000,0,0.204000,0.015000,-0.015000,0,,,,0,,,,0,0.01919,0.00315,-0.00315,0,Msini,0.34,0.01,-0.01,0
169,GJ 3634,b,1,2.64561000,0.00066000,-0.00066000,0,0.028700,0.001000,-0.001100,0,0.080000,0.094000,-0.057000,0,59.000,18.000,-24.000,0,0.02600,0.01300,-0.00500,0,Mass,0.45,0.05,-0.05,0
170,GJ 3779,b,1,3.02320000,0.00130000,-0.00130000,0,0.026000,0.001000,-0.001000,0,0.070000,0.050000,-0.050000,0,,,,0,0.02517,0.00157,-0.00157,0,Msini,0.27,0.02,-0.02,0
171,GJ 3942,b,1,6.90500000,0.04000000,-0.04000000,0,0.060800,0.006800,-0.006800,0,0.121000,0.118000,-0.118000,0,,,,0,0.02246,0.00186,-0.00186,0,Msini,0.63,0.07,-0.07,0
172,GJ 3998,b,2,2.64977000,0.00081000,-0.00077000,0,0.029000,0.001000,-0.001000,0,0.000000,,,0,,,,,0.00777,0.00085,-0.00085,0,Msini,0.50,0.05,-0.05,0
173,GJ 3998,c,2,13.74000000,0.01600000,-0.01600000,0,0.089000,0.003000,-0.003000,0,0.049000,0.052000,-0.034000,0,,,,,0.01970,0.00249,-0.00239,0,Msini,0.50,0.05,-0.05,0
174,GJ 411,b,1,12.95320000,0.00790000,-0.00790000,0,0.078500,0.002700,-0.002700,0,0.220000,0.130000,-0.130000,0,,,,0,0.00941,0.00145,-0.00145,0,Msini,0.39,0.04,-0.04,0
175,GJ 422,b,1,26.16100000,0.08200000,-0.09800000,0,0.119000,0.014000,-0.011000,0,0.050000,0.210000,-0.050000,0,,,,0,0.03115,0.01762,-0.01259,0,Msini,0.35,,,0
176,GJ 4276,b,1,13.35200000,0.00300000,-0.00300000,0,0.082000,0.002000,-0.002000,0,0.370000,0.030000,-0.030000,0,,,,0,0.05213,0.00296,-0.00299,0,Msini,0.41,0.03,-0.03,0
177,GJ 433,b,2,7.36970000,0.00340000,-0.00360000,0,0.060000,0.004000,-0.008000,0,0.050000,0.160000,-0.050000,0,,,,0,0.01668,0.00629,-0.00598,0,Msini,0.48,,,0
178,GJ 433,c,2,3400.00000000,,,0,3.600000,,,0,0.080000,0.160000,-0.080000,0,,,,0,0.14159,,,0,Msini,0.48,,,0
179,GJ 436,b,1,2.64388312,0.00000057,-0.00000057,0,0.029100,0.001500,-0.001500,0,0.138270,0.000180,-0.000180,0,86.440,0.170,-0.160,0,0.07000,0.00700,-0.00700,0,Mass,0.47,0.07,-0.07,0
180,GJ 504,b,1,,,,,43.500000,,,0,,,,,,,,,4.00000,4.50000,-1.00000,0,Mass,1.22,0.08,-0.08,0
181,GJ 536,b,1,8.70760000,0.00220000,-0.00250000,0,0.066610,0.000011,-0.000013,0,0.080000,0.090000,-0.060000,0,,,,,0.01686,0.00217,-0.00195,0,Msini,0.52,0.05,-0.05,0
182,GJ 581,b,3,5.36860000,0.00010000,-0.00010000,0,0.040610,0.000030,-0.000030,0,0.000000,0.030000,-0.030000,0,,,,,0.04970,0.00090,-0.00090,0,Msini,0.31,0.02,-0.02,0
183,GJ 581,c,3,12.91400000,0.00200000,-0.00200000,0,0.072100,0.000300,-0.000300,0,0.000000,0.060000,-0.060000,0,,,,,0.01730,0.00090,-0.00090,0,Msini,0.31,0.02,-0.02,0
184,GJ 581,e,3,3.14900000,0.00020000,-0.00020000,0,0.028150,0.000060,-0.000060,0,0.000000,0.060000,-0.060000,0,,,,,0.00530,0.00060,-0.00060,0,Msini,0.31,0.02,-0.02,0
185,GJ 625,b,1,14.62800000,0.01200000,-0.01300000,0,0.078361,0.000044,-0.000046,0,0.130000,0.120000,-0.090000,0,,,,0,0.00887,0.00160,-0.00160,0,Msini,0.30,0.07,-0.07,0
186,GJ 649,b,1,598.30000000,4.20000000,-4.20000000,0,1.135000,0.035000,-0.035000,0,0.300000,0.080000,-0.080000,0,,,,,0.32800,0.03200,-0.03200,0,Msini,0.54,0.05,-0.05,0
187,GJ 667 C,b,5,7.20040000,0.00170000,-0.00170000,0,0.050500,0.004400,-0.005300,0,0.130000,0.100000,-0.110000,0,,,,,0.01800,0.00400,-0.00400,0,Msini,0.33,0.02,-0.02,0
188,GJ 667 C,c,5,28.14000000,0.05300000,-0.06500000,0,0.125000,0.012000,-0.013000,0,0.020000,0.150000,-0.020000,0,,,,,0.01200,0.00500,-0.00400,0,Msini,0.33,0.02,-0.02,0
189,GJ 667 C,e,5,62.24000000,0.55000000,-0.55000000,0,0.213000,0.019000,-0.022000,0,0.020000,0.220000,-0.020000,0,,,,,0.00800,0.00500,-0.00400,0,Msini,0.33,0.02,-0.02,0
190,GJ 667 C,f,5,39.02600000,0.19400000,-0.21100000,0,0.156000,0.014000,-0.017000,0,0.030000,0.160000,-0.030000,0,,,,,0.00800,0.00400,-0.00400,0,Msini,0.33,0.02,-0.02,0
191,GJ 667 C,g,5,256.20000000,13.80000000,-7.90000000,0,0.549000,0.052000,-0.058000,0,0.080000,0.410000,-0.080000,0,,,,,0.01400,0.00800,-0.00700,0,Msini,0.33,0.02,-0.02,0
192,GJ 674,b,1,4.69380000,0.00700000,-0.00700000,0,0.039000,,,0,0.200000,0.020000,-0.020000,0,,,,,0.03500,,,0,Msini,0.35,,,0
193,GJ 676 A,b,4,1056.80005000,2.80000000,-2.80000000,0,1.820000,0.060000,-0.060000,0,0.330000,0.010000,-0.010000,0,,,,0,4.96000,0.96000,-0.96000,0,Msini,0.73,0.21,-0.21,0
194,GJ 676 A,c,4,7337.00000000,95.00000000,-92.00000000,0,6.600000,0.100000,-0.100000,0,,,,,,,,,6.80000,0.10000,-0.10000,0,Msini,0.73,0.21,-0.21,0
195,GJ 676 A,d,4,3.60050000,0.00020000,-0.00020000,0,,,,,0.262000,0.090000,-0.101000,0,,,,,0.01400,0.00100,-0.00100,0,Msini,0.73,0.21,-0.21,0
196,GJ 676 A,e,4,35.39000000,0.03000000,-0.04000000,0,,,,,0.125000,0.119000,-0.087000,0,,,,,0.02500,0.00200,-0.00200,0,Msini,0.73,0.21,-0.21,0
197,GJ 682,b,2,17.47800000,0.06200000,-0.04000000,0,0.080000,0.014000,-0.004000,0,0.080000,0.190000,-0.080000,0,,,,0,0.01384,0.01164,-0.00755,0,Msini,0.27,,,0
198,GJ 682,c,2,57.32000000,0.45000000,-0.48000000,0,0.176000,0.030000,-0.009000,0,0.100000,0.190000,-0.100000,0,,,,0,0.02737,0.01825,-0.01447,0,Msini,0.27,,,0
199,GJ 685,b,1,24.16000000,0.06100000,-0.04700000,0,0.134400,0.005200,-0.005100,0,0.000000,,,0,,,,0,0.02832,0.00535,-0.00566,0,Msini,0.55,0.06,-0.06,0
200,GJ 687,b,1,38.14000000,0.01500000,-0.01500000,0,0.170000,0.010000,-0.010000,0,0.040000,0.080000,-0.080000,0,,,,0,0.06000,0.01000,-0.01000,0,Msini,0.45,0.07,-0.07,0
201,GJ 832,b,2,3657.00000000,104.00000000,-104.00000000,0,3.560000,0.280000,-0.280000,0,0.080000,0.020000,-0.060000,0,,,,,0.68000,0.09000,-0.09000,0,Msini,0.45,0.05,-0.05,0
202,GJ 832,c,2,35.68000000,0.03000000,-0.03000000,0,0.163000,0.006000,-0.006000,0,0.180000,0.130000,-0.130000,0,,,,,0.01700,0.00300,-0.00300,0,Msini,0.45,0.05,-0.05,0
203,GJ 849,b,1,1882.00000000,250.00000000,-250.00000000,0,2.350000,0.220000,-0.220000,0,0.040000,0.020000,-0.020000,0,,,,0,1.00000,0.31000,-0.31000,0,Msini,0.65,0.24,-0.24,0
204,GJ 86,b,1,15.76491000,0.00039000,-0.00039000,0,0.110000,0.000000,0.000000,0,0.040000,0.010000,-0.010000,0,,,,0,4.42000,0.20000,-0.20000,0,Msini,0.93,0.06,-0.06,0
205,GJ 876,b,4,61.11660000,0.00860000,-0.00860000,0,0.208317,0.000020,-0.000020,0,0.032400,0.001300,-0.001300,0,59.000,,,0,2.27560,0.00450,-0.00450,0,Mass,0.32,0.03,-0.03,0
206,GJ 876,c,4,30.08810000,0.00820000,-0.00820000,0,0.129590,0.000024,-0.000024,0,0.255910,0.000930,-0.000930,0,59.000,,,0,0.71420,0.00390,-0.00390,0,Mass,0.32,0.03,-0.03,0
207,GJ 876,d,4,1.93778000,0.00002000,-0.00002000,0,0.020807,0.000000,0.000000,0,0.207000,0.055000,-0.055000,0,59.000,,,0,0.02100,0.00100,-0.00100,0,Mass,0.32,0.03,-0.03,0
208,GJ 876,e,4,124.26000000,0.70000000,-0.70000000,0,0.334300,0.001300,-0.001300,0,0.055000,0.012000,-0.012000,0,59.000,,,0,0.04600,0.00500,-0.00500,0,Mass,0.32,0.03,-0.03,0
209,GJ 96,b,1,73.94000000,0.33000000,-0.38000000,0,0.291000,0.005000,-0.005000,0,0.440000,0.090000,-0.110000,0,,,,0,0.06186,0.00761,-0.00724,0,Msini,0.60,0.07,-0.07,0
210,GJ 9827,b,3,1.20898190,0.00000693,-0.00000714,0,0.018800,0.000200,-0.000140,0,0.000000,,,0,86.070,0.410,-0.340,0,0.01545,0.00154,-0.00154,0,Mass,0.61,0.02,-0.01,0
211,GJ 9827,c,3,3.64809570,0.00006330,-0.00006210,0,0.039250,0.000420,-0.000290,0,0.000000,,,0,88.190,0.210,-0.180,0,0.00264,,,0,Mass,0.61,0.02,-0.01,0
212,GJ 9827,d,3,6.20146980,0.00006260,-0.00006110,0,0.055910,0.000590,-0.000410,0,0.000000,,,0,87.443,0.045,-0.045,0,0.01271,0.00258,-0.00264,0,Mass,0.61,0.02,-0.01,0
213,GQ Lup,b,1,,,,,100.000000,,,0,,,,,,,,,20.00000,,,0,Mass,0.70,,,0
214,GSC 06214-00210,b,1,,,,,320.000000,30.000000,-30.000000,0,,,,,,,,,16.00000,1.00000,-1.00000,0,Mass,0.90,0.10,-0.10,0
215,GU Psc,b,1,,,,,2000.000000,200.000000,-200.000000,0,,,,,,,,,11.30000,1.70000,-1.70000,0,Mass,0.33,0.03,-0.03,0
216,Gl 378,b,1,3.82200000,0.00100000,-0.00100000,0,0.039435,0.000230,-0.000230,0,0.109000,0.131000,-0.077000,0,,,,0,0.04097,0.00639,-0.00632,0,Msini,0.56,0.01,-0.01,0
217,Gl 49,b,1,13.85080000,0.00530000,-0.00510000,0,0.090500,0.001100,-0.001100,0,0.363000,0.099000,-0.096000,0,,,,0,0.01771,0.00211,-0.00214,0,Msini,0.52,0.02,-0.02,0
218,Gl 686,b,1,15.53140000,0.00150000,-0.00140000,0,0.091700,0.002400,-0.002300,0,0.077000,0.056000,-0.058000,0,,,,0,0.02089,0.00167,-0.00170,0,Msini,0.42,0.05,-0.05,0
219,HAT-P-1,b,1,4.46529976,0.00000055,-0.00000055,0,0.055610,0.000820,-0.000830,0,,,,,85.634,0.056,-0.056,0,0.52500,0.01900,-0.01900,0,Mass,1.15,0.05,-0.05,0
220,HAT-P-11,b,2,4.88780244,,,0,0.052540,0.000640,-0.000660,0,0.218000,0.034000,-0.031000,0,,,,0,0.07362,0.00472,-0.00472,0,Msini,0.81,0.02,-0.03,0
221,HAT-P-11,c,2,3407.00000000,360.00000000,-190.00000000,0,4.130000,0.290000,-0.160000,0,0.601000,0.032000,-0.031000,0,,,,0,1.59519,0.09439,-0.08495,0,Msini,0.81,0.02,-0.03,0
222,HAT-P-12,b,1,3.21305980,0.00000210,-0.00000210,0,0.038400,0.000300,-0.000300,0,0.000000,,,0,89.000,0.400,-0.400,0,0.21100,0.01200,-0.01200,0,Mass,0.73,0.02,-0.02,0
223,HAT-P-13,b,2,2.91625000,0.00001500,-0.00001500,0,,,,,0.013300,0.004100,-0.004100,0,83.400,0.680,-0.680,0,0.85100,0.03800,-0.03800,0,Mass,1.22,0.05,-0.10,0
224,HAT-P-13,c,2,446.27000000,0.22000000,-0.22000000,0,,,,0,0.661600,0.005400,-0.005400,0,,,,0,14.28000,0.28000,-0.28000,0,Msini,1.22,0.05,-0.10,0
225,HAT-P-14,b,1,4.62767000,0.00000500,-0.00000500,0,,,,0,0.110000,0.010000,-0.010000,0,83.500,0.300,-0.300,0,3.44000,0.63000,-0.63000,0,Mass,2.65,0.73,-0.73,0
226,HAT-P-15,b,1,10.86350000,0.00002700,-0.00002700,0,,,,0,0.190000,0.020000,-0.020000,0,89.100,0.200,-0.200,0,1.94000,0.30000,-0.30000,0,Mass,1.00,0.23,-0.23,0
227,HAT-P-16,b,1,2.77596000,0.00000300,-0.00000300,0,0.041300,0.000400,-0.000400,0,0.036000,0.004000,-0.004000,0,86.600,0.700,-0.700,0,4.19300,0.09400,-0.09400,0,Mass,1.22,0.04,-0.04,0
228,HAT-P-17,b,2,10.33852000,0.00000900,-0.00000900,0,,,,0,0.350000,0.010000,-0.010000,0,89.200,0.150,-0.150,0,0.58000,0.06000,-0.06000,0,Mass,0.99,0.15,-0.15,0
229,HAT-P-17,c,2,5584.00000000,7700.00000000,-2100.00000000,0,5.600000,3.500000,-1.400000,0,0.390000,0.230000,-0.170000,0,,,,,3.40000,1.10000,-0.70000,0,Msini,0.99,0.15,-0.15,0
230,HAT-P-18,b,1,5.50802300,0.00000600,-0.00000600,0,0.055900,0.000700,-0.000700,0,0.084000,0.048000,-0.048000,0,88.800,0.300,-0.300,0,0.19700,0.01300,-0.01300,0,Mass,0.77,0.03,-0.03,0
231,HAT-P-19,b,1,4.00877800,0.00000600,-0.00000600,0,0.046600,0.000800,-0.000800,0,0.067000,0.042000,-0.042000,0,88.200,0.400,-0.400,0,0.29200,0.01800,-0.01800,0,Mass,0.84,0.04,-0.04,0
232,HAT-P-2,b,1,5.63351580,0.00000360,-0.00000360,0,0.068140,0.000510,-0.000510,0,0.517200,0.001900,-0.001900,0,,,,0,8.62000,0.17000,-0.17000,0,Msini,1.33,0.03,-0.03,0
233,HAT-P-20,b,1,2.87531700,0.00000400,-0.00000400,0,0.036100,0.000500,-0.000500,0,0.015000,0.005000,-0.005000,0,86.800,0.200,-0.200,0,7.24600,0.18700,-0.18700,0,Mass,0.76,0.03,-0.03,0
