# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu,,,,,,,,,,,,,,,,
# Fri Apr  6 10:16:57 2018,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
# CONSTRAINT:  where (pl_pnum >= 2,,,,,,,,,,,,,,,,
# CONSTRAINT:  ),,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
# COLUMN pl_hostname:    Host Name,,,,,,,,,,,,,,,,
# COLUMN pl_letter:      Planet Letter,,,,,,,,,,,,,,,,
# COLUMN pl_pnum:        Number of Planets in System,,,,,,,,,,,,,,,,
# COLUMN pl_orbper:      Orbital Period [days],,,,,,,,,,,,,,,,
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days],,,,,,,,,,,,,,,,
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days],,,,,,,,,,,,,,,,
# COLUMN pl_orbperlim:   Orbital Period Limit Flag,,,,,,,,,,,,,,,,
# COLUMN pl_bmassj:      Planet Mass or M*sin(i)[Jupiter mass],,,,,,,,,,,,,,,,
# COLUMN pl_bmassjerr1:  Planet Mass or M*sin(i)Upper Unc. [Jupiter mass],,,,,,,,,,,,,,,,
# COLUMN pl_bmassjerr2:  Planet Mass or M*sin(i)Lower Unc. [Jupiter mass],,,,,,,,,,,,,,,,
# COLUMN pl_bmassjlim:   Planet Mass or M*sin(i)Limit Flag,,,,,,,,,,,,,,,,
# COLUMN pl_bmassprov:   Planet Mass or M*sin(i) Provenance,,,,,,,,,,,,,,,,
# COLUMN st_mass:        Stellar Mass [Solar mass],,,,,,,,,,,,,,,,
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass],,,,,,,,,,,,,,,,
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass],,,,,,,,,,,,,,,,
# COLUMN st_masslim:     Stellar Mass Limit Flag,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
loc_rowid,pl_hostname,pl_letter,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,st_mass,st_masserr1,st_masserr2,st_masslim
2327,Kepler-295,d,3,33.884054,0.000685,-0.000685,0,,,,,,,,,
2328,Kepler-296,b,5,10.864384,0.000051,-0.000046,0,,,,,,0.5,0.07,-0.09,0
2329,Kepler-296,c,5,5.8416366,0.00001,-0.00001,0,,,,,,0.5,0.07,-0.09,0
2330,Kepler-296,d,5,19.850291,0.000061,-0.000057,0,,,,,,0.5,0.07,-0.09,0
2331,Kepler-296,e,5,34.14211,0.00025,-0.00025,0,,,,,,0.5,0.07,-0.09,0
2332,Kepler-296,f,5,63.33627,0.0006,-0.00062,0,,,,,,0.5,0.07,-0.09,0
2333,Kepler-297,b,2,38.871826,0.000153,-0.000153,0,,,,,,,,,
2334,Kepler-297,c,2,74.920137,0.00012,-0.00012,0,,,,,,,,,
2335,Kepler-298,b,3,10.475464,0.000027,-0.000027,0,,,,,,0.65,,,0
2336,Kepler-298,c,3,22.92881,0.00038,-0.00038,0,,,,,,0.65,,,0
2337,Kepler-298,d,3,77.473633,0.000615,-0.000615,0,,,,,,0.65,,,0
2338,Kepler-299,b,4,2.927128,0.000033,-0.000033,0,,,,,,0.97,,,0
2339,Kepler-299,c,4,6.885875,0.00004,-0.00004,0,,,,,,0.97,,,0
2340,Kepler-299,d,4,15.054786,0.000189,-0.000189,0,,,,,,0.97,,,0
2341,Kepler-299,e,4,38.285489,0.001428,-0.001428,0,,,,,,0.97,,,0
2342,Kepler-30,b,3,29.33434,0.00815,-0.00815,0,0.036,0.004,-0.004,0,Mass,0.99,0.08,-0.08,0
2343,Kepler-30,c,3,60.323105,0.000244,-0.000244,0,2.01,0.16,-0.16,0,Mass,0.99,0.08,-0.08,0
2344,Kepler-30,d,3,143.34394,0.00858,-0.00858,0,0.073,0.008,-0.008,0,Mass,0.99,0.08,-0.08,0
2345,Kepler-300,b,2,10.446347,0.000043,-0.000043,0,,,,,,0.94,,,0
2346,Kepler-300,c,2,40.714955,0.000245,-0.000245,0,,,,,,0.94,,,0
2347,Kepler-301,b,3,2.508553,0.000012,-0.000012,0,,,,,,0.91,,,0
2348,Kepler-301,c,3,5.419026,0.000032,-0.000032,0,,,,,,0.91,,,0
2349,Kepler-301,d,3,13.751243,0.000081,-0.000081,0,,,,,,0.91,,,0
2350,Kepler-302,b,2,30.184104,0.000203,-0.000203,0,,,,,,,,,
2351,Kepler-302,c,2,127.282184,0.000427,-0.000427,0,,,,,,,,,
2352,Kepler-303,b,2,1.937055,0.000004,-0.000004,0,,,,,,0.59,,,0
2353,Kepler-303,c,2,7.061149,0.000019,-0.000019,0,,,,,,0.59,,,0
2354,Kepler-304,b,4,3.295709,0.000002,-0.000002,0,,,,,,0.8,,,0
2355,Kepler-304,c,4,5.315946,0.000007,-0.000007,0,,,,,,0.8,,,0
2356,Kepler-304,d,4,9.653471,0.000015,-0.000015,0,,,,,,0.8,,,0
2357,Kepler-304,e,4,1.49914695,0.0000028,-0.0000028,0,,,,,,0.8,,,0
2358,Kepler-305,b,3,5.487,,,0,0.033,0.008,-0.006,0,Mass,0.76,0.13,-0.06,0
2359,Kepler-305,c,3,8.291,,,0,0.019,0.008,-0.007,0,Mass,0.76,0.13,-0.06,0
2360,Kepler-305,d,3,16.738661,0.000145,-0.000145,0,,,,,,0.76,0.13,-0.06,0
2361,Kepler-306,b,4,4.646186,0.000025,-0.000025,0,,,,,,0.82,,,0
2362,Kepler-306,c,4,7.240193,0.000032,-0.000032,0,,,,,,0.82,,,0
2363,Kepler-306,d,4,17.326644,0.000137,-0.000137,0,,,,,,0.82,,,0
2364,Kepler-306,e,4,44.840975,0.000439,-0.000439,0,,,,,,0.82,,,0
2365,Kepler-307,b,2,10.4208,0.0009,-0.0008,0,0.02341,0.00286,-0.00274,0,Mass,0.91,0.03,-0.03,0
2366,Kepler-307,c,2,13.0729,0.0012,-0.0012,0,0.01145,0.00205,-0.00182,0,Mass,0.91,0.03,-0.03,0
2367,Kepler-308,b,2,9.694928,0.00009,-0.00009,0,,,,,,,,,
2368,Kepler-308,c,2,15.38231,0.000171,-0.000171,0,,,,,,,,,
2369,Kepler-309,b,2,5.923653,0.000028,-0.000028,0,,,,,,,,,
2370,Kepler-309,c,2,105.356383,0.000857,-0.000857,0,,,,,,,,,
2371,Kepler-31,b,3,20.8613,0.0002,-0.0002,0,,,,,,1.21,0.17,-0.17,0
2372,Kepler-31,c,3,42.6318,0.0005,-0.0005,0,4.7,,,1,Mass,1.21,0.17,-0.17,0
2373,Kepler-31,d,3,87.6451,0.0014,-0.0014,0,6.8,,,1,Mass,1.21,0.17,-0.17,0
2374,Kepler-310,b,3,13.930698,0.000108,-0.000108,0,,,,,,0.85,,,0
2375,Kepler-310,c,3,56.47542,0.000207,-0.000207,0,,,,,,0.85,,,0
2376,Kepler-310,d,3,92.876125,0.000785,-0.000785,0,,,,,,0.85,,,0
2377,Kepler-311,b,2,9.176092,0.000057,-0.000057,0,,,,,,1.06,,,0
2378,Kepler-311,c,2,19.738286,0.000205,-0.000205,0,,,,,,1.06,,,0
2379,Kepler-312,b,2,1.772419,0.000012,-0.000012,0,,,,,,1.23,,,0
2380,Kepler-312,c,2,19.747412,0.000068,-0.000068,0,,,,,,1.23,,,0
2381,Kepler-313,b,2,14.970418,0.000114,-0.000114,0,,,,,,0.9,,,0
2382,Kepler-313,c,2,32.273273,0.000819,-0.000819,0,,,,,,0.9,,,0
2383,Kepler-314,b,2,2.461069,0.000013,-0.000013,0,,,,,,1.02,,,0
2384,Kepler-314,c,2,5.960392,0.000005,-0.000005,0,,,,,,1.02,,,0
2385,Kepler-315,b,2,96.101141,0.000918,-0.000918,0,,,,,,0.78,,,0
2386,Kepler-315,c,2,265.469335,0.006223,-0.006223,0,,,,,,0.78,,,0
2387,Kepler-316,b,2,2.240508,0.000006,-0.000006,0,,,,,,0.53,,,0
2388,Kepler-316,c,2,6.827766,0.000034,-0.000034,0,,,,,,0.53,,,0
2389,Kepler-317,b,2,5.524242,0.000027,-0.000027,0,,,,,,0.95,,,0
2390,Kepler-317,c,2,8.77501,0.000113,-0.000113,0,,,,,,0.95,,,0
2391,Kepler-318,b,2,4.662715,0.000003,-0.000003,0,,,,,,1.05,,,0
2392,Kepler-318,c,2,11.815007,0.00002,-0.00002,0,,,,,,1.05,,,0
2393,Kepler-319,b,3,4.362705,0.000009,-0.000009,0,,,,,,1.29,,,0
2394,Kepler-319,c,3,6.941357,0.000007,-0.000007,0,,,,,,1.29,,,0
2395,Kepler-319,d,3,31.781925,0.000105,-0.000105,0,,,,,,1.29,,,0
2396,Kepler-32,b,5,5.90124,0.0001,-0.0001,0,4.1,,,1,Mass,0.58,0.05,-0.05,0
2397,Kepler-32,c,5,8.7522,0.0003,-0.0003,0,0.5,,,1,Mass,0.58,0.05,-0.05,0
2398,Kepler-32,d,5,22.7802,0.0005,-0.0005,0,,,,,,0.58,0.05,-0.05,0
2399,Kepler-32,e,5,2.896,0.0003,-0.0003,0,,,,,,0.58,0.05,-0.05,0
2400,Kepler-32,f,5,0.74296,0.00007,-0.00007,0,,,,,,0.58,0.05,-0.05,0
2401,Kepler-320,b,2,8.371554,0.000162,-0.000162,0,,,,,,,,,
2402,Kepler-320,c,2,17.934937,0.000281,-0.000281,0,,,,,,,,,
2403,Kepler-321,b,2,4.915379,0.00001,-0.00001,0,,,,,,1.01,,,0
2404,Kepler-321,c,2,13.093921,0.000024,-0.000024,0,,,,,,1.01,,,0
2405,Kepler-322,b,2,1.653888,0.000006,-0.000006,0,,,,,,0.91,,,0
2406,Kepler-322,c,2,4.337234,0.000009,-0.000009,0,,,,,,0.91,,,0
2407,Kepler-323,b,2,1.678327,0.000003,-0.000003,0,,,,,,1.09,,,0
2408,Kepler-323,c,2,3.553822,0.000008,-0.000008,0,,,,,,1.09,,,0
2409,Kepler-324,b,2,4.385315,0.000025,-0.000025,0,,,,,,0.86,,,0
2410,Kepler-324,c,2,51.805612,0.000314,-0.000314,0,,,,,,0.86,,,0
2411,Kepler-325,b,3,4.544439,0.000008,-0.000008,0,,,,,,0.87,,,0
2412,Kepler-325,c,3,12.762172,0.000064,-0.000064,0,,,,,,0.87,,,0
2413,Kepler-325,d,3,38.715185,0.00022,-0.00022,0,,,,,,0.87,,,0
2414,Kepler-326,b,3,2.248329,0.000004,-0.000004,0,,,,,,0.98,,,0
2415,Kepler-326,c,3,4.580358,0.00001,-0.00001,0,,,,,,0.98,,,0
2416,Kepler-326,d,3,6.766888,0.000023,-0.000023,0,,,,,,0.98,,,0
2417,Kepler-327,b,3,2.549575,0.000006,-0.000006,0,,,,,,0.55,,,0
2418,Kepler-327,c,3,5.212333,0.000019,-0.000019,0,,,,,,0.55,,,0
2419,Kepler-327,d,3,13.969457,0.000031,-0.000031,0,,,,,,0.55,,,0
2420,Kepler-328,b,2,34.921,,,0,0.09,0.041,-0.039,0,Mass,1.15,0.22,-0.16,0
2421,Kepler-328,c,2,71.312,,,0,0.124,0.043,-0.04,0,Mass,1.15,0.22,-0.16,0
2422,Kepler-329,b,2,7.416397,0.000046,-0.000046,0,,,,,,0.53,,,0
2423,Kepler-329,c,2,18.684737,0.000089,-0.000089,0,,,,,,0.53,,,0
2424,Kepler-33,b,5,5.66793,0.00012,-0.00012,0,,,,,,1.29,0.06,-0.12,0
2425,Kepler-33,c,5,13.17562,0.00014,-0.00014,0,,,,,,1.29,0.06,-0.12,0
2426,Kepler-33,d,5,21.77596,0.00011,-0.00011,0,,,,,,1.29,0.06,-0.12,0
2427,Kepler-33,e,5,31.7844,0.00039,-0.00039,0,,,,,,1.29,0.06,-0.12,0
2428,Kepler-33,f,5,41.02902,0.00042,-0.00042,0,,,,,,1.29,0.06,-0.12,0
2429,Kepler-330,b,2,8.25978,0.000076,-0.000076,0,,,,,,0.78,,,0
2430,Kepler-330,c,2,15.955387,0.000076,-0.000076,0,,,,,,0.78,,,0
2431,Kepler-331,b,3,8.457496,0.000024,-0.000024,0,,,,,,0.51,,,0
2432,Kepler-331,c,3,17.28111,0.000064,-0.000064,0,,,,,,0.51,,,0
2433,Kepler-331,d,3,32.134328,0.000216,-0.000216,0,,,,,,0.51,,,0
2434,Kepler-332,b,3,7.626324,0.000028,-0.000028,0,,,,,,0.8,,,0
2435,Kepler-332,c,3,15.995622,0.000108,-0.000108,0,,,,,,0.8,,,0
2436,Kepler-332,d,3,34.21154,0.000326,-0.000326,0,,,,,,0.8,,,0
2437,Kepler-333,b,2,12.551158,0.000044,-0.000044,0,,,,,,0.54,,,0
2438,Kepler-333,c,2,24.08821,0.000207,-0.000207,0,,,,,,0.54,,,0
2439,Kepler-334,b,3,5.470319,0.000021,-0.000021,0,,,,,,1,,,0
2440,Kepler-334,c,3,12.758005,0.000055,-0.000055,0,,,,,,1,,,0
2441,Kepler-334,d,3,25.09849,0.000142,-0.000142,0,,,,,,1,,,0
2442,Kepler-335,b,2,6.562331,0.000031,-0.000031,0,,,,,,0.99,,,0
2443,Kepler-335,c,2,67.844469,0.001423,-0.001423,0,,,,,,0.99,,,0
2444,Kepler-336,b,3,2.024823,0.000017,-0.000017,0,,,,,,0.89,,,0
2445,Kepler-336,c,3,9.600001,0.000035,-0.000035,0,,,,,,0.89,,,0
2446,Kepler-336,d,3,20.678772,0.000102,-0.000102,0,,,,,,0.89,,,0
2447,Kepler-337,b,2,3.292781,0.000019,-0.000019,0,,,,,,0.96,,,0
2448,Kepler-337,c,2,9.693201,0.000047,-0.000047,0,,,,,,0.96,,,0
2449,Kepler-338,b,4,13.726976,0.000059,-0.000059,0,,,,,,1.1,,,0
2450,Kepler-338,c,4,24.310856,0.000158,-0.000158,0,,,,,,1.1,,,0
2451,Kepler-338,d,4,44.431014,0.000368,-0.000368,0,,,,,,1.1,,,0
2452,Kepler-338,e,4,9.341,,,0,0.027,0.023,-0.02,0,Mass,1.1,,,0
2453,Kepler-339,b,3,4.977656,0.000019,-0.000019,0,,,,,,0.84,,,0
2454,Kepler-339,c,3,6.988055,0.000053,-0.000053,0,,,,,,0.84,,,0
2455,Kepler-339,d,3,10.558345,0.000081,-0.000081,0,,,,,,0.84,,,0
2457,Kepler-340,b,2,14.844387,0.000473,-0.000473,0,,,,,,2.11,,,0
2458,Kepler-340,c,2,22.824669,0.000481,-0.000481,0,,,,,,2.11,,,0
2459,Kepler-341,b,4,5.195528,0.000053,-0.000053,0,,,,,,0.94,,,0
2460,Kepler-341,c,4,8.01041,0.000049,-0.000049,0,,,,,,0.94,,,0
2461,Kepler-341,d,4,27.666313,0.000297,-0.000297,0,,,,,,0.94,,,0
2462,Kepler-341,e,4,42.473269,0.000633,-0.000633,0,,,,,,0.94,,,0
2463,Kepler-342,b,4,15.170318,0.000059,-0.000059,0,,,,,,1.13,,,0
2464,Kepler-342,c,4,26.234138,0.000163,-0.000163,0,,,,,,1.13,,,0
2465,Kepler-342,d,4,39.459357,0.000375,-0.000375,0,,,,,,1.13,,,0
2466,Kepler-342,e,4,1.64422461,0.00000621,-0.00000621,0,,,,,,1.13,,,0
2467,Kepler-343,b,2,8.96855,0.000058,-0.000058,0,,,,,,1.04,,,0
2468,Kepler-343,c,2,23.22182,0.000234,-0.000234,0,,,,,,1.04,,,0
2469,Kepler-344,b,2,21.963945,0.000108,-0.000108,0,,,,,,0.9,,,0
2470,Kepler-344,c,2,125.596809,0.001728,-0.001728,0,,,,,,0.9,,,0
2471,Kepler-345,b,2,7.415563,0.000054,-0.000054,0,,,,,,0.59,,,0
2472,Kepler-345,c,2,9.387427,0.000028,-0.000028,0,,,,,,0.59,,,0
2473,Kepler-346,b,2,6.511127,0.000017,-0.000017,0,,,,,,0.97,,,0
2474,Kepler-346,c,2,23.851549,0.000098,-0.000098,0,,,,,,0.97,,,0
2475,Kepler-347,b,2,12.79836,0.000106,-0.000106,0,,,,,,1.04,,,0
2476,Kepler-347,c,2,27.320871,0.000457,-0.000457,0,,,,,,1.04,,,0
2477,Kepler-348,b,2,7.05677,0.000031,-0.000031,0,,,,,,1.15,,,0
2478,Kepler-348,c,2,17.265427,0.000179,-0.000179,0,,,,,,1.15,,,0
2479,Kepler-349,b,2,5.929778,0.00002,-0.00002,0,,,,,,0.97,,,0
2480,Kepler-349,c,2,12.247629,0.000063,-0.000063,0,,,,,,0.97,,,0
2482,Kepler-350,b,3,11.189562,0.000119,-0.000119,0,,,,,,1,0.2,-0.12,0
2483,Kepler-350,c,3,17.849,,,0,0.019,0.01,-0.01,0,Mass,1,0.2,-0.12,0
2484,Kepler-350,d,3,26.136,,,0,0.047,0.017,-0.015,0,Mass,1,0.2,-0.12,0
2485,Kepler-351,b,3,37.054919,0.000484,-0.000484,0,,,,,,0.89,,,0
2486,Kepler-351,c,3,57.24809,0.000599,-0.000599,0,,,,,,0.89,,,0
2487,Kepler-351,d,3,142.544247,0.002303,-0.002303,0,,,,,,0.89,,,0
2488,Kepler-352,b,2,10.05537,0.000194,-0.000194,0,,,,,,0.79,,,0
2489,Kepler-352,c,2,16.332995,0.000272,-0.000272,0,,,,,,0.79,,,0
2490,Kepler-353,b,2,5.795278,0.000055,-0.000055,0,,,,,,0.54,,,0
2491,Kepler-353,c,2,8.410894,0.000039,-0.000039,0,,,,,,0.54,,,0
2492,Kepler-354,b,3,5.47666,0.000024,-0.000024,0,,,,,,0.65,,,0
2493,Kepler-354,c,3,16.934402,0.000228,-0.000228,0,,,,,,0.65,,,0
2494,Kepler-354,d,3,24.209842,0.000403,-0.000403,0,,,,,,0.65,,,0
2495,Kepler-355,b,2,11.03189,0.000338,-0.000338,0,,,,,,1.05,,,0
2496,Kepler-355,c,2,25.762294,0.000267,-0.000267,0,,,,,,1.05,,,0
2497,Kepler-356,b,2,4.612696,0.000021,-0.000021,0,,,,,,0.97,,,0
2498,Kepler-356,c,2,13.121632,0.000088,-0.000088,0,,,,,,0.97,,,0
2499,Kepler-357,b,3,6.475434,0.000034,-0.000034,0,,,,,,0.78,,,0
2500,Kepler-357,c,3,16.85837,0.000081,-0.000081,0,,,,,,0.78,,,0
2501,Kepler-357,d,3,49.499875,0.00046,-0.00046,0,,,,,,0.78,,,0
2502,Kepler-358,b,2,34.060467,0.000194,-0.000194,0,,,,,,0.95,,,0
2503,Kepler-358,c,2,83.488369,0.00083,-0.00083,0,,,,,,0.95,,,0
2504,Kepler-359,b,3,25.563222,0.000202,-0.000202,0,,,,,,1.07,,,0
2505,Kepler-359,c,3,57.68802,0.000545,-0.000545,0,,,,,,1.07,,,0
2506,Kepler-359,d,3,77.095691,0.001453,-0.001453,0,,,,,,1.07,,,0
2507,Kepler-36,b,2,13.83989,0.00082,-0.0006,0,0.014,0.001,-0.001,0,Mass,1.07,0.04,-0.04,0
2508,Kepler-36,c,2,16.23855,0.00038,-0.00054,0,0.025,0.002,-0.001,0,Mass,1.07,0.04,-0.04,0
2509,Kepler-360,b,2,3.289672,0.000012,-0.000012,0,,,,,,0.95,,,0
2510,Kepler-360,c,2,7.186434,0.000029,-0.000029,0,,,,,,0.95,,,0
2511,Kepler-361,b,2,8.486616,0.000084,-0.000084,0,,,,,,1.07,,,0
2512,Kepler-361,c,2,55.188023,0.000655,-0.000655,0,,,,,,1.07,,,0
2513,Kepler-362,b,2,10.327186,0.000101,-0.000101,0,,,,,,0.77,,,0
2514,Kepler-362,c,2,37.866281,0.000298,-0.000298,0,,,,,,0.77,,,0
2515,Kepler-363,b,3,3.614568,0.000053,-0.000053,0,,,,,,1.23,,,0
2516,Kepler-363,c,3,7.542427,0.000058,-0.000058,0,,,,,,1.23,,,0
2517,Kepler-363,d,3,11.932125,0.000093,-0.000093,0,,,,,,1.23,,,0
2518,Kepler-364,b,2,25.745718,0.000548,-0.000548,0,,,,,,1.2,,,0
2519,Kepler-364,c,2,59.980627,0.000879,-0.000879,0,,,,,,1.2,,,0
2520,Kepler-365,b,2,10.664903,0.000069,-0.000069,0,,,,,,0.99,,,0
2521,Kepler-365,c,2,17.784129,0.000215,-0.000215,0,,,,,,0.99,,,0
2522,Kepler-366,b,2,3.281959,0.000022,-0.000022,0,,,,,,1.05,,,0
2523,Kepler-366,c,2,12.51616,0.000095,-0.000095,0,,,,,,1.05,,,0
2524,Kepler-367,b,2,37.815724,0.000279,-0.000279,0,,,,,,0.75,,,0
2525,Kepler-367,c,2,53.578637,0.000382,-0.000382,0,,,,,,0.75,,,0
2526,Kepler-368,b,2,26.84768,0.000326,-0.000326,0,,,,,,0.71,,,0
2527,Kepler-368,c,2,72.379334,0.00137,-0.00137,0,,,,,,0.71,,,0
2528,Kepler-369,b,2,2.732756,0.000009,-0.000009,0,,,,,,0.54,,,0
2529,Kepler-369,c,2,14.871572,0.000083,-0.000083,0,,,,,,0.54,,,0
2530,Kepler-37,b,4,13.3675,,,0,0.03146,,,1,Mass,0.8,0.07,-0.07,0
2531,Kepler-37,c,4,21.302,,,0,0.03776,,,1,Mass,0.8,0.07,-0.07,0
2532,Kepler-37,d,4,39.7922,,,0,0.03839,,,1,Mass,0.8,0.07,-0.07,0
2533,Kepler-37,e,4,51.196,,,0,,,,,,0.8,0.07,-0.07,0
2534,Kepler-370,b,2,4.57953,0.000041,-0.000041,0,,,,,,0.94,,,0
2535,Kepler-370,c,2,19.02293,0.000177,-0.000177,0,,,,,,0.94,,,0
2536,Kepler-371,b,2,34.763278,0.000351,-0.000351,0,,,,,,0.94,,,0
2537,Kepler-371,c,2,67.968015,0.00107,-0.00107,0,,,,,,0.94,,,0
2538,Kepler-372,b,3,6.849692,0.000134,-0.000134,0,,,,,,1.15,,,0
2539,Kepler-372,c,3,20.053763,0.00019,-0.00019,0,,,,,,1.15,,,0
2540,Kepler-372,d,3,30.092568,0.00068,-0.00068,0,,,,,,1.15,,,0
2541,Kepler-373,b,2,5.535309,0.000029,-0.000029,0,,,,,,0.87,,,0
2542,Kepler-373,c,2,16.725948,0.000227,-0.000227,0,,,,,,0.87,,,0
2543,Kepler-374,b,3,1.897806,0.000011,-0.000011,0,,,,,,0.84,,,0
2544,Kepler-374,c,3,3.282807,0.00002,-0.00002,0,,,,,,0.84,,,0
2545,Kepler-374,d,3,5.028219,0.00004,-0.00004,0,,,,,,0.84,,,0
2546,Kepler-375,b,2,12.125934,0.000204,-0.000204,0,,,,,,0.89,,,0
2547,Kepler-375,c,2,19.986326,0.000184,-0.000184,0,,,,,,0.89,,,0
2548,Kepler-376,b,2,4.920199,0.000073,-0.000073,0,,,,,,1.05,,,0
2549,Kepler-376,c,2,14.172327,0.000108,-0.000108,0,,,,,,1.05,,,0
2550,Kepler-377,b,2,12.509529,0.000257,-0.000257,0,,,,,,0.88,,,0
2551,Kepler-377,c,2,27.014976,0.000347,-0.000347,0,,,,,,0.88,,,0
2552,Kepler-378,b,2,16.092361,0.000073,-0.000073,0,,,,,,0.96,,,0
2553,Kepler-378,c,2,28.906009,0.000216,-0.000216,0,,,,,,0.96,,,0
2554,Kepler-379,b,2,20.09838,0.00018,-0.00018,0,,,,,,1.08,,,0
2555,Kepler-379,c,2,62.784697,0.000661,-0.000661,0,,,,,,1.08,,,0
2557,Kepler-380,b,2,3.930821,0.000038,-0.000038,0,,,,,,1.05,,,0
2558,Kepler-380,c,2,7.630004,0.000073,-0.000073,0,,,,,,1.05,,,0
2559,Kepler-381,b,2,5.629021,0.000028,-0.000028,0,,,,,,1.34,,,0
2560,Kepler-381,c,2,13.391635,0.000129,-0.000129,0,,,,,,1.34,,,0
2561,Kepler-382,b,2,5.262155,0.000047,-0.000047,0,,,,,,0.8,,,0
2562,Kepler-382,c,2,12.162701,0.000109,-0.000109,0,,,,,,0.8,,,0
2563,Kepler-383,b,2,12.904532,0.000121,-0.000121,0,,,,,,0.67,,,0
2564,Kepler-383,c,2,31.200751,0.000354,-0.000354,0,,,,,,0.67,,,0
2565,Kepler-384,b,2,22.597053,0.000243,-0.000243,0,,,,,,0.76,,,0
2566,Kepler-384,c,2,45.348269,0.000779,-0.000779,0,,,,,,0.76,,,0
2567,Kepler-385,b,2,10.043686,0.000128,-0.000128,0,,,,,,1.09,,,0
2568,Kepler-385,c,2,15.163161,0.000269,-0.000269,0,,,,,,1.09,,,0
2569,Kepler-386,b,2,12.31043,0.000218,-0.000218,0,,,,,,0.74,,,0
2570,Kepler-386,c,2,25.193458,0.000342,-0.000342,0,,,,,,0.74,,,0
2571,Kepler-387,b,2,6.791636,0.000094,-0.000094,0,,,,,,1.03,,,0
2572,Kepler-387,c,2,11.837549,0.000329,-0.000329,0,,,,,,1.03,,,0
2573,Kepler-388,b,2,3.173315,0.000018,-0.000018,0,,,,,,0.59,,,0
2574,Kepler-388,c,2,13.297004,0.000185,-0.000185,0,,,,,,0.59,,,0
2575,Kepler-389,b,2,3.244107,0.00003,-0.00003,0,,,,,,0.78,,,0
2576,Kepler-389,c,2,14.51143,0.000305,-0.000305,0,,,,,,0.78,,,0
2578,Kepler-390,b,2,6.738088,0.000067,-0.000067,0,,,,,,0.67,,,0
2579,Kepler-390,c,2,13.060022,0.000257,-0.000257,0,,,,,,0.67,,,0
2580,Kepler-391,b,2,7.416755,0.000129,-0.000129,0,,,,,,1.22,,,0
2581,Kepler-391,c,2,20.485435,0.000393,-0.000393,0,,,,,,1.22,,,0
2582,Kepler-392,b,2,5.341853,0.000055,-0.000055,0,,,,,,1.13,,,0
2583,Kepler-392,c,2,10.423118,0.000087,-0.000087,0,,,,,,1.13,,,0
2584,Kepler-393,b,2,9.182417,0.000096,-0.000096,0,,,,,,1.32,,,0
2585,Kepler-393,c,2,14.613612,0.000231,-0.000231,0,,,,,,1.32,,,0
2586,Kepler-394,b,2,8.005013,0.00009,-0.00009,0,,,,,,1.11,,,0
2587,Kepler-394,c,2,12.130686,0.00018,-0.00018,0,,,,,,1.11,,,0
2588,Kepler-395,b,2,7.054346,0.00007,-0.00007,0,,,,,,0.53,,,0
2589,Kepler-395,c,2,34.989262,0.000543,-0.000543,0,,,,,,0.53,,,0
2590,Kepler-396,b,2,42.994,,,0,0.238,0.037,-0.018,0,Mass,0.85,0.13,-0.06,0
2591,Kepler-396,c,2,88.505,,,0,0.056,0.009,-0.004,0,Mass,0.85,0.13,-0.06,0
2592,Kepler-397,b,2,22.250949,0.000186,-0.000186,0,,,,,,,,,
2593,Kepler-397,c,2,135.498527,0.000668,-0.000668,0,,,,,,,,,
2594,Kepler-398,b,3,4.081423,0.000011,-0.000011,0,,,,,,,,,
2595,Kepler-398,c,3,11.419412,0.000047,-0.000047,0,,,,,,,,,
2596,Kepler-398,d,3,6.83437001,0.00001518,-0.00001518,0,,,,,,,,,
2597,Kepler-399,b,3,14.425281,0.000144,-0.000144,0,,,,,,,,,
2598,Kepler-399,c,3,26.67569,0.000171,-0.000171,0,,,,,,,,,
2599,Kepler-399,d,3,58.034616,0.000363,-0.000363,0,,,,,,,,,
2602,Kepler-400,b,2,9.024389,0.000034,-0.000034,0,,,,,,,,,
2603,Kepler-400,c,2,17.340824,0.0001,-0.0001,0,,,,,,,,,
2604,Kepler-401,b,3,14.383035,0.000211,-0.000211,0,,,,,,,,,
2605,Kepler-401,c,3,47.318218,0.000695,-0.000695,0,,,,,,,,,
2606,Kepler-401,d,3,184.256405,0.00317,-0.00317,0,,,,,,,,,
2607,Kepler-402,b,4,4.028751,0.000019,-0.000019,0,,,,,,,,,
2608,Kepler-402,c,4,6.124821,0.000026,-0.000026,0,,,,,,,,,
2609,Kepler-402,d,4,8.921099,0.000056,-0.000056,0,,,,,,,,,
2610,Kepler-402,e,4,11.242861,0.000059,-0.000059,0,,,,,,,,,
2611,Kepler-403,b,3,7.031462,0.000051,-0.000051,0,,,,,,,,,
